OS03G0784300	AT1G01020|AT4G01510
OS02G0649900	AT4G24120
OS02G0650300	AT4G24120
OS04G0542200	AT4G24120
OS04G0542800	AT4G24120
OS12G0563600	AT4G24130
OS11G0683600	AT4G24130
OS09G0520200	AT4G24160
OS09G0528000	AT4G24170|AT5G42490
OS02G0645100	AT4G24170|AT5G42490
OS08G0547500	AT4G24170|AT5G42490
OS04G0538800	AT4G24170|AT5G42490
OS02G0644400	AT4G24170|AT5G42490
OS04G0250700	AT4G24175
OS10G0146200	AT4G24180
OS09G0536400	AT4G24180
OS03G0243900	AT4G24180
OS06G0716700	AT4G24190
OS06G0631300	AT4G24200
OS03G0436400	AT4G24220
OS11G0351555	AT4G24220
OS07G0601600	AT4G24220
OS03G0422600	AT4G24220
OS03G0243600	AT4G24230
OS06G0610500	AT4G24250
OS02G0197200	AT4G24250
OS03G0736300	AT4G24260|AT5G49720
OS03G0329500	AT4G24260|AT5G49720
OS08G0113200	AT4G24270
OS12G0244100	AT4G24280|AT5G49910
OS07G0166100	AT4G24290
OS01G0958700	AT4G24290
OS05G0432400	AT4G24330|AT5G49945
OS06G0112100	AT4G24340|AT4G24350
OS04G0450100	AT4G24380
OS02G0759700	AT4G24390|AT5G49980
OS03G0187500	AT4G24390|AT5G49980
OS01G0536000	AT4G24400
OS08G0554100	AT4G24430
OS08G0554300	AT4G24430
OS05G0107700	AT4G24440
OS03G0199000	AT4G24460
OS12G0511300	AT4G24460
OS03G0684000	AT4G24470
OS03G0734900	AT4G24470
OS04G0610900	AT4G24480
OS06G0677500	AT4G24490|AT5G41820
OS04G0611200	AT4G24510
OS09G0412200	AT4G24530
OS02G0761000	AT4G24540
OS03G0186600	AT4G24540
OS06G0217300	AT4G24540
OS07G0620300	AT4G24550
OS09G0464400	AT4G24560
OS08G0478500	AT4G24560
OS09G0465400	AT4G24570
OS03G0209800	AT4G24580
OS03G0256800	AT4G24580
OS09G0465500	AT4G24590|AT5G49710
OS02G0781700	AT4G24590|AT5G49710
OS02G0760200	AT4G24610
OS08G0478800	AT4G24620
OS09G0465600	AT4G24620
OS05G0436900	AT4G24630|AT5G50020
OS01G0868200	AT4G24630|AT5G50020
OS08G0103400	AT4G24630|AT5G50020
OS08G0479400	AT4G24660|AT5G65410
OS09G0466400	AT4G24660|AT5G65410
OS05G0169300	AT4G24670
OS01G0169800	AT4G24670
OS12G0566200	AT4G24680
OS11G0689650	AT4G24680
OS11G0689500	AT4G24680
OS04G0476800	AT4G24690
OS02G0593700	AT4G24690
OS02G0595200	AT4G24700
OS04G0479000	AT4G24710
OS08G0557200	AT4G24730
OS07G0688000	AT4G24730
OS12G0460800	AT4G24740
OS02G0596000	AT4G24750
OS12G0286600	AT4G24760
OS08G0557100	AT4G24770|AT5G50250
OS09G0565200	AT4G24770|AT5G50250
OS08G0120200	AT4G24790
OS08G0119500	AT4G24805
OS01G0904200	AT4G24810|AT5G50330
OS04G0485000	AT4G24820
OS01G0974900	AT4G24820
OS02G0600100	AT4G24820
OS11G0303050	AT4G24830
OS12G0235800	AT4G24830
OS03G0849600	AT4G24840
OS01G0101300	AT4G24880
OS09G0505900	AT4G24890|AT5G50400
OS08G0531000	AT4G24890|AT5G50400
OS09G0506000	AT4G24890|AT5G50400
OS09G0506900	AT4G24900
OS06G0653900	AT4G24920|AT5G50460
OS02G0178400	AT4G24920|AT5G50460
OS01G0102300	AT4G24930
OS11G0497000	AT4G24940|AT5G50580|AT5G50680
OS08G0467500	AT4G24960|AT5G50720
OS09G0450600	AT4G24960|AT5G50720
OS11G0498600	AT4G24960|AT5G50720
OS02G0469300	AT4G24970|AT5G50780
OS12G0472500	AT4G24972
OS10G0207500	AT4G24972
OS01G0296900	AT4G24980
OS04G0393300	AT4G24990
OS02G0765600	AT4G25000
OS09G0457600	AT4G25000
OS09G0457800	AT4G25000
OS02G0765400	AT4G25000
OS09G0457400	AT4G25000
OS08G0473900	AT4G25000
OS06G0713800	AT4G25000
OS08G0473600	AT4G25000
OS06G0115800	AT4G25030
OS07G0159500	AT4G25030
OS10G0580900	AT4G25030
OS06G0132400	AT4G25080
OS06G0115400	AT4G25100
OS07G0492100	AT4G25120
OS04G0482100	AT4G25130|AT5G07460|AT5G07470|AT5G61640
OS04G0482000	AT4G25130|AT5G07460|AT5G07470|AT5G61640
OS10G0563600	AT4G25130|AT5G07460|AT5G07470|AT5G61640
OS04G0546500	AT4G25140|AT5G51210
OS09G0324000	AT4G25140|AT5G51210
OS06G0139800	AT4G25150|AT5G51260
OS10G0561500	AT4G25160|AT5G51270|AT5G61550|AT5G61560
OS03G0101200	AT4G25160|AT5G51270|AT5G61550|AT5G61560
OS06G0140800	AT4G25160|AT5G51270|AT5G61550|AT5G61560
OS04G0550700	AT4G25170
OS02G0657700	AT4G25170
OS04G0394500	AT4G25180
OS10G0554900	AT4G25190
OS06G0219500	AT4G25200|AT5G51440
OS02G0758000	AT4G25200|AT5G51440
OS07G0239500	AT4G25225
OS05G0118800	AT4G25225
OS07G0484300	AT4G25230|AT5G51450
OS10G0508700	AT4G25250|AT5G51520
OS03G0852700	AT4G25270
OS04G0105500	AT4G25280
OS09G0532700	AT4G25290
OS09G0516800	AT4G25315
OS05G0386400	AT4G25330
OS04G0446500	AT4G25340|AT5G05420
OS09G0103800	AT4G25340|AT5G05420
OS09G0293900	AT4G25340|AT5G05420
OS01G0914800	AT4G25360|AT5G51640
OS03G0247000	AT4G25370
OS10G0187500	AT4G25390|AT5G51770
OS03G0251700	AT4G25390|AT5G51770
OS04G0106500	AT4G25430|AT5G51850
OS04G0572800	AT4G25433
OS10G0524300	AT4G25433
OS06G0634300	AT4G25434
OS04G0572700	AT4G25440|AT5G51980
OS02G0677700	AT4G25440|AT5G51980
OS07G0464600	AT4G25450
OS02G0677300	AT4G25470|AT4G25480|AT4G25490|AT5G51990
OS09G0522200	AT4G25470|AT4G25480|AT4G25490|AT5G51990
OS06G0127100	AT4G25470|AT4G25480|AT4G25490|AT5G51990
OS04G0572400	AT4G25470|AT4G25480|AT4G25490|AT5G51990
OS09G0522100	AT4G25470|AT4G25480|AT4G25490|AT5G51990
OS06G0165600	AT4G25470|AT4G25480|AT4G25490|AT5G51990
OS02G0122800	AT4G25500|AT5G52040
OS06G0126000	AT4G25515|AT4G25520|AT5G62090
OS08G0292000	AT4G25530|AT4G26920|AT5G07260
OS04G0682900	AT4G25540
OS04G0683100	AT4G25550
OS08G0101700	AT4G25570
OS04G0555700	AT4G25590
OS02G0663800	AT4G25590
OS01G0174500	AT4G25600
OS09G0570200	AT4G25610
OS02G0822000	AT4G25620|AT5G52430
OS02G0821800	AT4G25630|AT5G52470|AT5G52490
OS05G0176000	AT4G25630|AT5G52470|AT5G52490
OS08G0562800	AT4G25640
OS02G0821600	AT4G25640
OS03G0806300	AT4G25650
OS03G0805600	AT4G25650
OS03G0805700	AT4G25650
OS03G0805900	AT4G25650
OS06G0107000	AT4G25660|AT4G25680
OS02G0104200	AT4G25670|AT4G25690|AT5G52550
OS02G0104100	AT4G25670|AT4G25690|AT5G52550
OS10G0533500	AT4G25700|AT5G52570
OS03G0125100	AT4G25700|AT5G52570
OS04G0578400	AT4G25700|AT5G52570
OS06G0103700	AT4G25720
OS05G0567400	AT4G25730
OS04G0430100	AT4G25740|AT5G41520|AT5G52650
OS02G0549600	AT4G25740|AT5G41520|AT5G52650
OS01G0962600	AT4G25740|AT5G41520|AT5G52650
OS06G0503100	AT4G25750|AT5G52860
OS06G0654400	AT4G25760|AT5G57685
OS08G0249200	AT4G25760|AT5G57685
OS08G0446800	AT4G25760|AT5G57685
OS02G0787100	AT4G25770
OS08G0447300	AT4G25770
OS02G0177700	AT4G25830
OS06G0656300	AT4G25830
OS08G0243600	AT4G25840|AT5G57440
OS08G0517700	AT4G25850|AT4G25860|AT5G57240
OS09G0497100	AT4G25880
OS08G0519800	AT4G25880
OS01G0231700	AT4G25890|AT5G57290
OS06G0701400	AT4G25890|AT5G57290
OS04G0603000	AT4G25900|AT5G57330
OS08G0241600	AT4G25900|AT5G57330
OS04G0658000	AT4G25900|AT5G57330
OS02G0176900	AT4G25900|AT5G57330
OS06G0694500	AT4G25910
OS06G0661400	AT4G25940|AT5G57200
OS06G0699800	AT4G25940|AT5G57200
OS02G0175700	AT4G25940|AT5G57200
OS04G0601700	AT4G25950
OS01G0959800	AT4G25970|AT5G57190
OS11G0210100	AT4G25980
OS12G0191500	AT4G25980
OS02G0148000	AT4G25990|AT5G57180
OS06G0699600	AT4G25990|AT5G57180
OS08G0119700	AT4G25990|AT5G57180
OS02G0125500	AT4G26000
OS10G0564000	AT4G26000
OS02G0148600	AT4G26020
OS05G0181250	AT4G26060|AT5G57060
OS01G0183633	AT4G26060|AT5G57060
OS06G0147800	AT4G26070|AT4G29810
OS11G0226100	AT4G26070|AT4G29810
OS04G0514600	AT4G26090
OS06G0566500	AT4G26130|AT5G56980
OS05G0540900	AT4G26130|AT5G56980
OS01G0710100	AT4G26130|AT5G56980
OS06G0571800	AT4G26150|AT5G56860
OS02G0220400	AT4G26150|AT5G56860
OS07G0586700	AT4G26170|AT5G56770|AT5G56780
OS02G0226300	AT4G26180
OS03G0755600	AT4G26190
OS07G0109300	AT4G26190
OS03G0755800	AT4G26190
OS05G0319200	AT4G26200
OS01G0192900	AT4G26200
OS05G0196600	AT4G26200
OS01G0559300	AT4G26240
OS03G0316200	AT4G26250|AT5G23790|AT5G30500
OS07G0687900	AT4G26250|AT5G23790|AT5G30500
OS05G0524400	AT4G26270|AT4G29220|AT5G56630
OS01G0191700	AT4G26270|AT4G29220|AT5G56630
OS08G0439000	AT4G26270|AT4G29220|AT5G56630
OS05G0194900	AT4G26270|AT4G29220|AT5G56630
OS06G0151900	AT4G26270|AT4G29220|AT5G56630
OS03G0158700	AT4G26330
OS03G0656900	AT4G26370
OS03G0325000	AT4G26390|AT5G56350
OS01G0276700	AT4G26390|AT5G56350
OS03G0324800	AT4G26410
OS12G0621900	AT4G26430|AT5G56280
OS08G0500000	AT4G26430|AT5G56280
OS12G0622900	AT4G26430|AT5G56280
OS09G0481700	AT4G26440|AT5G56270
OS04G0471700	AT4G26440|AT5G56270
OS08G0499300	AT4G26440|AT5G56270
OS04G0431000	AT4G26450
OS02G0550000	AT4G26450
OS06G0609600	AT4G26470
OS02G0198200	AT4G26470
OS02G0722700	AT4G26480|AT5G56140
OS08G0494000	AT4G26490|AT5G56050
OS09G0270900	AT4G26500
OS06G0608700	AT4G26520|AT4G26530
OS08G0493800	AT4G26540|AT5G56040
OS06G0608600	AT4G26550|AT5G56020
OS06G0300300	AT4G26550|AT5G56020
OS02G0199300	AT4G26555
OS02G0480800	AT4G26560|AT4G26570|AT5G55990
OS12G0162400	AT4G26560|AT4G26570|AT5G55990
OS01G0703300	AT4G26580|AT5G55970
OS08G0492000	AT4G26590|AT5G55930
OS08G0320200	AT4G26590|AT5G55930
OS02G0724600	AT4G26600|AT5G55920
OS09G0551300	AT4G26600|AT5G55920
OS06G0291600	AT4G26610|AT5G55910
OS09G0478500	AT4G26610|AT5G55910
OS09G0258500	AT4G26610|AT5G55910
OS02G0725000	AT4G26610|AT5G55910
OS08G0491200	AT4G26610|AT5G55910
OS03G0596900	AT4G26630|AT5G55660
OS07G0583700	AT4G26640
OS03G0194500	AT4G26670|AT5G55510
OS12G0514900	AT4G26670|AT5G55510
OS10G0363500	AT4G26680
OS08G0154600	AT4G26701|AT5G55300|AT5G55310
OS04G0660600	AT4G26710|AT5G55290
OS09G0284200	AT4G26720|AT5G55260
OS04G0510900	AT4G26740|AT5G55240
OS04G0511200	AT4G26740|AT5G55240
OS06G0308800	AT4G26750
OS06G0308300	AT4G26760|AT5G55230
OS06G0611000	AT4G26760|AT5G55230
OS02G0720200	AT4G26760|AT5G55230
OS10G0327300	AT4G26770
OS01G0758400	AT4G26770
OS09G0284400	AT4G26780|AT5G55200
OS08G0338700	AT4G26780|AT5G55200
OS09G0132200	AT4G26790
OS09G0247600	AT4G26790
OS02G0189300	AT4G26790
OS09G0132900	AT4G26790
OS02G0189200	AT4G26790
OS06G0636700	AT4G26790
OS09G0133000	AT4G26810
OS02G0771700	AT4G26830|AT5G55180
OS01G0918200	AT4G26840|AT5G55160|AT5G55170
OS01G0918300	AT4G26840|AT5G55160|AT5G55170
OS01G0901300	AT4G26850|AT5G55120
OS01G0950866	AT4G26860
OS02G0139600	AT4G26870|AT4G31180
OS02G0686400	AT4G26870|AT4G31180
OS10G0130000	AT4G26890|AT5G55090
OS01G0699600	AT4G26890|AT5G55090
OS05G0545400	AT4G26890|AT5G55090
OS01G0699100	AT4G26890|AT5G55090
OS02G0322400	AT4G26890|AT5G55090
OS01G0699500	AT4G26890|AT5G55090
OS05G0545300	AT4G26890|AT5G55090
OS01G0699400	AT4G26890|AT5G55090
OS03G0256400	AT4G26900
OS04G0394200	AT4G26910|AT5G55070
OS02G0514700	AT4G26910|AT5G55070
OS06G0679400	AT4G26930|AT5G55020
OS03G0578900	AT4G26930|AT5G55020
OS06G0679500	AT4G26940
OS02G0164300	AT4G26940
OS03G0577500	AT4G26940
OS05G0538900	AT4G26965
OS09G0500200	AT4G26965
OS06G0679700	AT4G26980
OS04G0625900	AT4G26990|AT5G54920
OS03G0569900	AT4G27000|AT5G54900
OS04G0625800	AT4G27000|AT5G54900
OS07G0516900	AT4G27000|AT5G54900
OS08G0190200	AT4G27000|AT5G54900
OS01G0793600	AT4G27020|AT5G54870
OS11G0670700	AT4G27040
OS09G0529700	AT4G27040
OS08G0135900	AT4G27070|AT5G54810
OS11G0587500	AT4G27100|AT5G54780
OS07G0525400	AT4G27100|AT5G54780
OS07G0103200	AT4G27120
OS07G0105700	AT4G27180|AT5G54670
OS04G0629700	AT4G27180|AT5G54670
OS07G0545400	AT4G27230
OS12G0438000	AT4G27230
OS08G0427700	AT4G27230
OS07G0545300	AT4G27230
OS06G0683000	AT4G27240|AT5G54630
OS01G0785900	AT4G27240|AT5G54630
OS06G0683100	AT4G27250
OS01G0785400	AT4G27260|AT5G54510
OS05G0500900	AT4G27260|AT5G54510
OS08G0139200	AT4G27270
OS06G0683400	AT4G27280|AT5G54490
OS01G0783700	AT4G27280|AT5G54490
OS08G0178800	AT4G27310|AT5G54470
OS07G0551400	AT4G27320|AT5G54430
OS01G0783500	AT4G27320|AT5G54430
OS05G0501700	AT4G27320|AT5G54430
OS01G0390400	AT4G27340
OS07G0559400	AT4G27350|AT5G54240
OS07G0562800	AT4G27370|AT5G54280
OS07G0562900	AT4G27380
OS05G0502500	AT4G27390
OS10G0495900	AT4G27435
OS04G0678200	AT4G27435
OS07G0462200	AT4G27435
OS04G0678700	AT4G27440|AT5G54190
OS04G0679400	AT4G27450
OS10G0499400	AT4G27460|AT5G53750
OS04G0679600	AT4G27460|AT5G53750
OS04G0530500	AT4G27470
OS02G0639800	AT4G27470
OS01G0201100	AT4G27480
OS03G0844450	AT4G27490
OS08G0116800	AT4G27490
OS02G0461200	AT4G27510
OS01G0748150	AT4G27520
OS09G0134400	AT4G27540
OS08G0161100	AT4G27585|AT5G54100
OS08G0158500	AT4G27585|AT5G54100
OS04G0581800	AT4G27590
OS10G0573000	AT4G27600
OS02G0582200	AT4G27610|AT4G27620
OS05G0587400	AT4G27610|AT4G27620
OS03G0261900	AT4G27640
OS10G0573300	AT4G27660|AT5G54148|AT5G54150
OS03G0245800	AT4G27670
OS03G0835700	AT4G27670
OS06G0714500	AT4G27680|AT5G53540
OS11G0629200	AT4G27690|AT5G53530
OS03G0679100	AT4G27690|AT5G53530
OS12G0500700	AT4G27690|AT5G53530
OS09G0530000	AT4G27700
OS10G0519600	AT4G27720
OS03G0114800	AT4G27720
OS11G0551800	AT4G27740
OS12G0484700	AT4G27740
OS11G0551800	AT4G27745
OS12G0484700	AT4G27745
OS10G0520900	AT4G27750
OS06G0129300	AT4G27750
OS02G0116500	AT4G27760|AT5G53090|AT5G53100
OS04G0681900	AT4G27780|AT5G53470
OS04G0681500	AT4G27790
OS01G0552300	AT4G27800
OS06G0103800	AT4G27860|AT4G27870|AT5G24290
OS02G0293400	AT4G27880|AT5G53360
OS01G0234900	AT4G27880|AT5G53360
OS05G0238200	AT4G27880|AT5G53360
OS02G0743800	AT4G27890|AT5G53400
OS06G0231300	AT4G27890|AT5G53400
OS05G0595300	AT4G27900|AT5G53420
OS01G0655250	AT4G27910|AT5G53430
OS01G0218900	AT4G27910|AT5G53430
OS01G0218800	AT4G27910|AT5G53430
OS08G0386800	AT4G27940
OS01G0224400	AT4G27940
OS07G0185300	AT4G27990
OS05G0584600	AT4G28000|AT5G52882
OS01G0226400	AT4G28000|AT5G52882
OS01G0623500	AT4G28000|AT5G52882
OS03G0313000	AT4G28005|AT5G52840
OS07G0621100	AT4G28010
OS09G0428900	AT4G28020
OS02G0610700	AT4G28025
OS08G0260000	AT4G28030
OS09G0426200	AT4G28040|AT4G30420
OS09G0426000	AT4G28040|AT4G30420
OS09G0426500	AT4G28040|AT4G30420
OS04G0498200	AT4G28060|AT5G57815
OS08G0265500	AT4G28070|AT4G30490
OS06G0184800	AT4G28088
OS04G0561900	AT4G28090|AT4G38420
OS07G0557700	AT4G28100
OS02G0638650	AT4G28140
OS04G0529100	AT4G28140
OS02G0103900	AT4G28200
OS04G0530100	AT4G28250
OS02G0639500	AT4G28250
OS10G0500600	AT4G28260
OS01G0672800	AT4G28300
OS01G0754500	AT4G28300
OS05G0561600	AT4G28300
OS07G0133100	AT4G28350
OS07G0133000	AT4G28350
OS03G0772700	AT4G28350
OS03G0258000	AT4G28350
OS09G0268100	AT4G28350
OS07G0132500	AT4G28350
OS07G0262600	AT4G28350
OS03G0772600	AT4G28350
OS01G0748150	AT4G28365|AT4G32490
OS01G0238900	AT4G28450
OS05G0562800	AT4G28485
OS06G0352200	AT4G28485
OS01G0239700	AT4G28490
OS09G0326100	AT4G28490
OS08G0376300	AT4G28490
OS05G0563000	AT4G28500
OS04G0515900	AT4G28530
OS10G0477600	AT4G28530
OS02G0810900	AT4G28530
OS06G0627500	AT4G28560
OS01G0829000	AT4G28590
OS10G0471400	AT4G28600
OS06G0128300	AT4G28620|AT4G28630|AT5G58270
OS03G0145102	AT4G28650
OS02G0111800	AT4G28650
OS01G0938100	AT4G28660
OS02G0620600	AT4G28700
OS04G0509600	AT4G28700
OS02G0620500	AT4G28700
OS10G0465950	AT4G28703
OS04G0509400	AT4G28703
OS02G0620400	AT4G28703
OS08G0566400	AT4G28706|AT5G43910
OS04G0507100	AT4G28740
OS04G0507700	AT4G28780
OS10G0463200	AT4G28780
OS02G0816200	AT4G28780
OS08G0565900	AT4G28780
OS02G0617400	AT4G28780
OS06G0162600	AT4G28830
OS04G0604300	AT4G28850
OS04G0604900	AT4G28850
OS02G0280200	AT4G28850
OS08G0240566	AT4G28850
OS04G0604200	AT4G28850
OS04G0604800	AT4G28850
OS08G0237000	AT4G28850
OS08G0237800	AT4G28850
OS02G0280400	AT4G28860|AT4G28880
OS01G0231500	AT4G28860|AT4G28880
OS05G0558800	AT4G28910
OS01G0229800	AT4G28940
OS05G0228000	AT4G28940
OS05G0513800	AT4G28950
OS11G0303400	AT4G28950
OS01G0540300	AT4G28950
OS01G0229400	AT4G28950
OS06G0334400	AT4G28980
OS02G0274700	AT4G28990
OS06G0332900	AT4G28990
OS02G0274100	AT4G29010
OS12G0541500	AT4G29060
OS07G0658000	AT4G29070
OS05G0200700	AT4G29110
OS01G0198500	AT4G29110
OS06G0554600	AT4G29110
OS02G0229800	AT4G29110
OS01G0742300	AT4G29120
OS06G0558300	AT4G29140|AT5G19700
OS09G0280600	AT4G29170
OS01G0151500	AT4G29210
OS01G0151400	AT4G29210
OS01G0740400	AT4G29310
OS05G0187800	AT4G29330
OS02G0796700	AT4G29380
OS01G0558800	AT4G29400
OS01G0193500	AT4G29420
OS02G0224400	AT4G29490
OS06G0150400	AT4G29520
OS01G0720400	AT4G29530
OS01G0600500	AT4G29530
OS02G0226200	AT4G29530
OS01G0722100	AT4G29540
OS06G0573800	AT4G29560
OS01G0712600	AT4G29590
OS05G0200280	AT4G29658
OS01G0196500	AT4G29658
OS05G0540200	AT4G29660
OS05G0200100	AT4G29670
OS01G0196600	AT4G29680
OS01G0710200	AT4G29720
OS06G0567000	AT4G29735
OS09G0363100	AT4G29750
OS01G0582600	AT4G29780
OS05G0184901	AT4G29780
OS05G0183900	AT4G29780
OS05G0593000	AT4G29780
OS01G0186900	AT4G29780
OS05G0184500	AT4G29780
OS08G0398800	AT4G29820
OS11G0660300	AT4G29830
OS01G0693800	AT4G29840
OS05G0549700	AT4G29840
OS06G0131100	AT4G29860
OS06G0698785	AT4G29890
OS08G0517200	AT4G29900|AT5G57110
OS02G0176700	AT4G29900|AT5G57110
OS04G0605500	AT4G29900|AT5G57110
OS08G0230600	AT4G29905|AT5G57123
OS06G0660400	AT4G29905|AT5G57123
OS04G0606200	AT4G29905|AT5G57123
OS03G0759500	AT4G29910
OS04G0298700	AT4G29920|AT5G57130
OS02G0464900	AT4G29920|AT5G57130
OS04G0300600	AT4G29930|AT5G57150
OS04G0301500	AT4G29930|AT5G57150
OS02G0147800	AT4G29940
OS04G0606800	AT4G29960
OS02G0175800	AT4G30010
OS02G0628600	AT4G30080
OS06G0685700	AT4G30080
OS04G0519700	AT4G30080
OS10G0479900	AT4G30080
OS04G0607150	AT4G30090
OS08G0519400	AT4G30090
OS09G0497700	AT4G30090
OS03G0203100	AT4G30150
OS04G0604000	AT4G30160|AT5G57320
OS06G0659300	AT4G30160|AT5G57320
OS08G0240800	AT4G30160|AT5G57320
OS04G0653400	AT4G30210
OS08G0243500	AT4G30210
OS09G0558900	AT4G30210
OS02G0177900	AT4G30310
OS02G0786500	AT4G30320
OS02G0788600	AT4G30350|AT5G57710
OS08G0250900	AT4G30350|AT5G57710
OS08G0254600	AT4G30360
OS02G0789100	AT4G30360
OS09G0558300	AT4G30360
OS06G0188000	AT4G30360
OS08G0485800	AT4G30380
OS06G0653200	AT4G30410|AT5G57780
OS02G0791300	AT4G30410|AT5G57780
OS02G0178700	AT4G30410|AT5G57780
OS06G0187200	AT4G30440
OS02G0791500	AT4G30440
OS10G0486900	AT4G30480
OS02G0791800	AT4G30510
OS08G0237200	AT4G30570
OS01G0847200	AT4G30570
OS03G0268400	AT4G30570
OS10G0497100	AT4G30580
OS08G0480100	AT4G30600
OS08G0269800	AT4G30640|AT5G57900
OS06G0185800	AT4G30700
OS05G0411200	AT4G30720
OS11G0195700	AT4G30770
OS12G0182000	AT4G30770
OS02G0179800	AT4G30790
OS06G0186400	AT4G30810
OS11G0473100	AT4G30820
OS06G0171700	AT4G30820
OS09G0423300	AT4G30825
OS08G0266600	AT4G30840
OS03G0210900	AT4G30845
OS01G0948100	AT4G30870|AT5G39770
OS01G0800600	AT4G30880|AT4G33550
OS11G0484700	AT4G30880|AT4G33550
OS03G0369100	AT4G30880|AT4G33550
OS07G0661300	AT4G30890
OS05G0279600	AT4G30900
OS05G0557800	AT4G30930
OS08G0440900	AT4G30950
OS01G0759400	AT4G30960
OS08G0441100	AT4G30960
OS09G0418500	AT4G30960
OS01G0759200	AT4G30960
OS01G0206300	AT4G30960
OS05G0514200	AT4G30960
OS01G0584800	AT4G30990
OS06G0183700	AT4G30993
OS08G0174900	AT4G31010
OS08G0224300	AT4G31040
OS08G0521800	AT4G31115
OS02G0139200	AT4G31120
OS05G0121000	AT4G31130
OS08G0224500	AT4G31140
OS02G0139300	AT4G31140
OS06G0663600	AT4G31150
OS04G0691200	AT4G31160
OS06G0682700	AT4G31200
OS02G0474300	AT4G31210
OS04G0608600	AT4G31240
OS06G0663000	AT4G31250
OS02G0174400	AT4G31250
OS08G0521200	AT4G31250
OS02G0174300	AT4G31270
OS02G0465900	AT4G31290|AT5G26220
OS06G0139900	AT4G31300
OS02G0770000	AT4G31300
OS09G0494600	AT4G31330
OS08G0521000	AT4G31330
OS06G0661900	AT4G31350
OS08G0225400	AT4G31350
OS06G0700500	AT4G31350
OS04G0607100	AT4G31350
OS02G0175500	AT4G31350
OS03G0346200	AT4G31380
OS07G0671000	AT4G31380
OS01G0933500	AT4G31380
OS01G0257300	AT4G31380
OS11G0216300	AT4G31390
OS05G0376300	AT4G31400
OS04G0498900	AT4G31400
OS06G0693700	AT4G31410
OS02G0150900	AT4G31410
OS04G0655600	AT4G31430
OS02G0150700	AT4G31450|AT5G10650|AT5G24870
OS06G0695600	AT4G31450|AT5G10650|AT5G24870
OS07G0544900	AT4G31460
OS02G0787000	AT4G31470
OS11G0174000	AT4G31480|AT4G31490
OS01G0281400	AT4G31480|AT4G31490
OS02G0149700	AT4G31540
OS06G0698600	AT4G31540
OS01G0940600	AT4G31560
OS02G0148300	AT4G31570
OS06G0188100	AT4G31600
OS03G0390000	AT4G31700|AT5G10360
OS07G0622100	AT4G31700|AT5G10360
OS09G0431500	AT4G31720
OS04G0659500	AT4G31750
OS02G0149800	AT4G31750
OS06G0698300	AT4G31750
OS03G0725300	AT4G31770
OS09G0423600	AT4G31780
OS03G0355800	AT4G31790
OS02G0795200	AT4G31805|AT5G10890
OS06G0648500	AT4G31805|AT5G10890
OS06G0184200	AT4G31805|AT5G10890
OS10G0552900	AT4G31810
OS06G0184500	AT4G31820
OS09G0420900	AT4G31820
OS09G0127700	AT4G31830
OS10G0421800	AT4G31850
OS04G0326000	AT4G31880
OS04G0501600	AT4G31880
OS02G0612800	AT4G31880
OS04G0320000	AT4G31880
OS08G0439900	AT4G31930
OS09G0557400	AT4G31930
OS02G0797500	AT4G31990
OS07G0679700	AT4G32010
OS06G0646600	AT4G32040
OS02G0182800	AT4G32040
OS08G0292900	AT4G32040
OS02G0798700	AT4G32050
OS04G0502900	AT4G32060
OS02G0613000	AT4G32060
OS02G0511600	AT4G32090
OS04G0645600	AT4G32140
OS02G0186400	AT4G32190
OS06G0639500	AT4G32250
OS03G0278900	AT4G32260
OS02G0188500	AT4G32270|AT5G25340
OS02G0614100	AT4G32272
OS06G0166500	AT4G32280
OS02G0805100	AT4G32280
OS06G0494100	AT4G32300
OS08G0522400	AT4G32320
OS02G0159200	AT4G32350
OS06G0687000	AT4G32350
OS02G0277600	AT4G32360
OS01G0172900	AT4G32370|AT4G32375|AT4G32380
OS06G0602700	AT4G32400
OS05G0171300	AT4G32400
OS02G0202400	AT4G32400
OS07G0670000	AT4G32430
OS03G0806900	AT4G32470|AT5G25450
OS08G0246400	AT4G32470|AT5G25450
OS07G0205000	AT4G32470|AT5G25450
OS05G0176800	AT4G32510|AT5G25430
OS01G0175700	AT4G32510|AT5G25430
OS01G0175600	AT4G32510|AT5G25430
OS01G0645400	AT4G32540|AT5G11320
OS01G0607600	AT4G32551
OS01G0607400	AT4G32551
OS10G0500700	AT4G32580
OS05G0555300	AT4G32590
OS09G0323100	AT4G32600
OS01G0178700	AT4G32600
OS05G0179000	AT4G32600
OS01G0771100	AT4G32605
OS01G0179500	AT4G32620
OS01G0718700	AT4G32650
OS04G0117500	AT4G32650
OS06G0254200	AT4G32650
OS01G0590900	AT4G32660
OS08G0100400	AT4G32670
OS01G0863400	AT4G32680
OS06G0591600	AT4G32690
OS12G0291000	AT4G32700
OS09G0314800	AT4G32710
OS01G0750600	AT4G32710
OS01G0227200	AT4G32710
OS05G0218400	AT4G32710
OS03G0269300	AT4G32710
OS05G0516400	AT4G32710
OS02G0610400	AT4G32720
OS04G0497600	AT4G32720
OS12G0238000	AT4G32730
OS02G0272400	AT4G32750
OS01G0229200	AT4G32760
OS02G0273700	AT4G32760
OS06G0332400	AT4G32760
OS02G0276500	AT4G32770
OS01G0566500	AT4G32810
OS01G0746400	AT4G32810
OS03G0685750	AT4G32820
OS05G0524400	AT4G32840
OS01G0191700	AT4G32840
