Solyc11g008790.1	AT1G01020|AT4G01510
Solyc08g076980.2	AT4G17830
Solyc08g076990.2	AT4G17830
Solyc08g076960.1	AT4G17870|AT5G46790
Solyc06g061180.1	AT4G17870|AT5G46790
Solyc09g015580.1	AT4G17895|AT5G46740
Solyc08g076910.2	AT4G17895|AT5G46740
Solyc08g005080.1	AT4G17895|AT5G46740
Solyc08g021830.1	AT4G17895|AT5G46740
Solyc08g048410.1	AT4G17895|AT5G46740
Solyc08g048310.1	AT4G17895|AT5G46740
Solyc08g023360.1	AT4G17895|AT5G46740
Solyc09g015610.1	AT4G17895|AT5G46740
Solyc09g017980.1	AT4G17895|AT5G46740
Solyc09g015600.1	AT4G17895|AT5G46740
Solyc02g005600.1	AT4G17895|AT5G46740
Solyc08g021790.1	AT4G17895|AT5G46740
Solyc10g047480.1	AT4G17895|AT5G46740
Solyc09g017990.1	AT4G17895|AT5G46740
Solyc08g076810.2	AT4G17910
Solyc08g005110.1	AT4G17920|AT5G46650
Solyc08g076800.2	AT4G17920|AT5G46650
Solyc08g076730.2	AT4G17940
Solyc04g053090.1	AT4G17950|AT5G46640
Solyc08g006950.2	AT4G17950|AT5G46640
Solyc04g053100.1	AT4G17950|AT5G46640
Solyc08g077040.2	AT4G17960|AT5G46620
Solyc06g061140.2	AT4G17960|AT5G46620
Solyc06g061100.2	AT4G17970|AT5G46600|AT5G46610
Solyc08g006990.1	AT4G17970|AT5G46600|AT5G46610
Solyc08g007080.2	AT4G18010
Solyc08g077210.2	AT4G18010
Solyc08g077230.2	AT4G18020
Solyc06g061030.2	AT4G18020
Solyc08g077240.2	AT4G18030
Solyc02g071340.1	AT4G18050|AT5G46540
Solyc03g005860.2	AT4G18050|AT5G46540
Solyc02g071350.2	AT4G18050|AT5G46540
Solyc02g071330.2	AT4G18060
Solyc02g070310.2	AT4G18100|AT5G46430
Solyc08g006900.2	AT4G18100|AT5G46430
Solyc02g071260.2	AT4G18130
Solyc02g071250.2	AT4G18140|AT5G46410
Solyc09g018250.2	AT4G18150|AT5G46380
Solyc03g005840.1	AT4G18160|AT5G46360|AT5G46370
Solyc02g071140.2	AT4G18160|AT5G46360|AT5G46370
Solyc07g056280.2	AT4G18170|AT5G46350
Solyc02g071130.2	AT4G18170|AT5G46350
Solyc12g011200.1	AT4G18170|AT5G46350
Solyc02g071060.2	AT4G18190
Solyc03g005820.2	AT4G18190
Solyc03g005810.2	AT4G18190
Solyc02g071090.2	AT4G18190
Solyc02g071110.2	AT4G18190
Solyc02g071050.2	AT4G18190
Solyc02g071100.2	AT4G18190
Solyc02g071080.1	AT4G18190
Solyc02g071060.2	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc03g005820.2	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc03g005810.2	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc02g071090.2	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc02g071110.2	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc02g071050.2	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc02g071100.2	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc02g071080.1	AT4G18195|AT4G18197|AT4G18205|AT4G18210|AT4G18220
Solyc03g005800.2	AT4G18230
Solyc02g071040.2	AT4G18240
Solyc02g070680.2	AT4G18260
Solyc02g070560.2	AT4G18270
Solyc00g005040.2	AT4G18290|AT5G46240
Solyc02g070530.2	AT4G18290|AT5G46240
Solyc03g058900.1	AT4G18290|AT5G46240
Solyc08g016500.2	AT4G18290|AT5G46240
Solyc02g070450.1	AT4G18340
Solyc08g048250.2	AT4G18360
Solyc08g048550.2	AT4G18370
Solyc08g048540.1	AT4G18372
Solyc08g048520.1	AT4G18372
Solyc08g048500.2	AT4G18375|AT5G46190
Solyc08g022120.2	AT4G18400
Solyc10g008970.1	AT4G18425|AT5G46090
Solyc02g077640.1	AT4G18425|AT5G46090
Solyc03g006270.2	AT4G18430
Solyc10g008840.2	AT4G18430
Solyc02g077360.1	AT4G18450
Solyc02g077310.2	AT4G18460
Solyc09g097820.2	AT4G18465
Solyc02g077320.2	AT4G18470
Solyc10g008740.2	AT4G18480|AT5G45930
Solyc02g077210.1	AT4G18490
Solyc07g062820.1	AT4G18520
Solyc01g103170.2	AT4G18530
Solyc03g006230.1	AT4G18540
Solyc02g032600.1	AT4G18540
Solyc02g077090.2	AT4G18570
Solyc02g076900.2	AT4G18593
Solyc02g021590.2	AT4G18640|AT5G45840
Solyc03g006130.2	AT4G18640|AT5G45840
Solyc02g076660.2	AT4G18640|AT5G45840
Solyc02g076640.1	AT4G18650
Solyc02g073580.1	AT4G18650
Solyc02g073570.1	AT4G18660|AT4G18680|AT4G18690|AT5G45830
Solyc02g072570.1	AT4G18660|AT4G18680|AT4G18690|AT5G45830
Solyc03g006120.2	AT4G18660|AT4G18680|AT4G18690|AT5G45830
Solyc02g072530.1	AT4G18700|AT5G45810
Solyc06g082640.2	AT4G18710
Solyc10g037910.1	AT4G18710
Solyc02g072300.2	AT4G18710
Solyc03g006070.2	AT4G18710
Solyc02g072260.2	AT4G18740
Solyc02g072250.1	AT4G18760|AT5G45770
Solyc03g006050.2	AT4G18760|AT5G45770
Solyc06g071520.1	AT4G18770
Solyc03g112890.1	AT4G18770
Solyc02g072240.2	AT4G18780
Solyc04g078230.1	AT4G18790
Solyc02g072180.2	AT4G18800|AT5G45750
Solyc02g072160.2	AT4G18810
Solyc02g072090.1	AT4G18820|AT5G45720
Solyc02g072030.1	AT4G18830
Solyc03g006000.2	AT4G18880|AT5G45710
Solyc02g072000.2	AT4G18880|AT5G45710
Solyc02g071990.2	AT4G18890
Solyc03g005990.2	AT4G18890
Solyc04g005330.2	AT4G18900|AT4G18905|AT4G35370
Solyc02g071920.2	AT4G18910|AT4G19030
Solyc03g005980.2	AT4G18910|AT4G19030
Solyc02g071770.2	AT4G18920|AT5G45690
Solyc02g071750.2	AT4G18930|AT4G18940
Solyc03g005930.2	AT4G18930|AT4G18940
Solyc02g071730.2	AT4G18960
Solyc02g071570.2	AT4G18975
Solyc08g076130.2	AT4G19003
Solyc05g053140.2	AT4G19006|AT5G45620
Solyc09g090720.2	AT4G19006|AT5G45620
Solyc08g076300.2	AT4G19010
Solyc08g005400.2	AT4G19020
Solyc12g096050.1	AT4G19040|AT5G45560
Solyc08g005410.2	AT4G19040|AT5G45560
Solyc08g075960.2	AT4G19045|AT5G45550
Solyc12g096060.1	AT4G19045|AT5G45550
Solyc12g096090.1	AT4G19070
Solyc02g069050.1	AT4G19080|AT4G19090|AT5G45460|AT5G45470|AT5G45480|AT5G45530|AT5G45540
Solyc12g096100.1	AT4G19100
Solyc08g005470.2	AT4G19110|AT5G45430
Solyc08g067450.1	AT4G19110|AT5G45430
Solyc08g075890.2	AT4G19110|AT5G45430
Solyc08g075870.2	AT4G19120
Solyc08g005490.2	AT4G19120
Solyc08g075840.2	AT4G19130|AT5G45400
Solyc08g075770.2	AT4G19140
Solyc08g005520.2	AT4G19150
Solyc08g005560.2	AT4G19160
Solyc08g075520.2	AT4G19160
Solyc08g075480.2	AT4G19170
Solyc08g075490.2	AT4G19170
Solyc05g052490.2	AT4G19180
Solyc08g075420.2	AT4G19190
Solyc01g081450.2	AT4G19200
Solyc08g075360.1	AT4G19210
Solyc07g008340.2	AT4G19210
Solyc08g075350.1	AT4G19220
Solyc08g005610.2	AT4G19230|AT5G45340
Solyc08g075320.2	AT4G19230|AT5G45340
Solyc12g096170.1	AT4G19350
Solyc08g075300.2	AT4G19360|AT5G45330
Solyc08g005630.2	AT4G19380
Solyc08g075240.2	AT4G19380
Solyc08g075270.1	AT4G19380
Solyc08g075260.1	AT4G19380
Solyc08g075250.1	AT4G19380
Solyc08g075280.2	AT4G19390
Solyc08g075070.2	AT4G19400
Solyc08g075020.2	AT4G19410|AT5G45280
Solyc08g005800.2	AT4G19410|AT5G45280
Solyc08g075020.2	AT4G19420
Solyc08g005800.2	AT4G19420
Solyc11g005940.1	AT4G19440
Solyc08g074970.1	AT4G19460
Solyc02g069650.1	AT4G19490
Solyc02g069660.2	AT4G19490
Solyc02g030100.2	AT4G19490
Solyc02g030110.2	AT4G19490
Solyc06g083990.2	AT4G19540
Solyc03g007280.2	AT4G19570|AT4G19580|AT4G19590|AT5G37440|AT5G37750|AT5G37760|AT5G53150|AT5G62780
Solyc10g078180.1	AT4G19600|AT5G45190
Solyc02g081940.2	AT4G19610|AT5G05720|AT5G08695
Solyc02g069370.2	AT4G19640|AT5G45130
Solyc02g069320.1	AT4G19650|AT5G45113
Solyc02g069310.2	AT4G19660|AT5G45110
Solyc02g069230.2	AT4G19670
Solyc02g069200.1	AT4G19680|AT4G19690|AT5G45105
Solyc02g069210.2	AT4G19680|AT4G19690|AT5G45105
Solyc02g069190.2	AT4G19680|AT4G19690|AT5G45105
Solyc02g031710.2	AT4G19700|AT5G45100
Solyc02g069180.2	AT4G19700|AT5G45100
Solyc07g005100.2	AT4G19720|AT4G19730|AT4G19740|AT4G19750|AT4G19760|AT4G19770|AT4G19800|AT4G19810|AT4G19820
Solyc02g069130.2	AT4G19830
Solyc02g068920.2	AT4G19860
Solyc02g068900.2	AT4G19880|AT5G44990|AT5G45020
Solyc02g068890.2	AT4G19890
Solyc04g014950.2	AT4G19900
Solyc02g068790.2	AT4G19900
Solyc05g052170.2	AT4G19985
Solyc02g068550.1	AT4G19990
Solyc02g079210.2	AT4G20020|AT5G44780
Solyc02g068440.2	AT4G20030
Solyc02g068410.1	AT4G20040
Solyc02g068400.2	AT4G20050
Solyc02g064610.2	AT4G20060
Solyc02g064620.2	AT4G20060
Solyc02g064600.2	AT4G20060
Solyc02g064590.1	AT4G20060
Solyc02g068380.2	AT4G20070
Solyc02g081860.1	AT4G20090
Solyc02g081920.2	AT4G20130
Solyc05g007230.2	AT4G20140|AT5G44700
Solyc10g005230.2	AT4G20150
Solyc10g005100.2	AT4G20260
Solyc01g080770.2	AT4G20270
Solyc01g049900.2	AT4G20310
Solyc01g020520.2	AT4G20310
Solyc01g098530.2	AT4G20320
Solyc02g088940.2	AT4G20320
Solyc02g084300.1	AT4G20320
Solyc05g012940.2	AT4G20325
Solyc06g064890.2	AT4G20330|AT4G21010
Solyc01g057570.2	AT4G20350
Solyc06g071790.2	AT4G20360
Solyc03g112150.1	AT4G20360
Solyc02g069720.2	AT4G20380
Solyc02g069730.2	AT4G20390|AT5G44550
Solyc02g069640.2	AT4G20410
Solyc02g069630.2	AT4G20430|AT5G44530
Solyc05g049950.2	AT4G20440|AT5G44500
Solyc01g094540.2	AT4G20440|AT5G44500
Solyc02g030230.2	AT4G20460|AT5G44480
Solyc02g069580.2	AT4G20460|AT5G44480
Solyc01g068180.2	AT4G20740
Solyc02g023990.2	AT4G20760
Solyc06g084580.1	AT4G20770
Solyc10g074740.1	AT4G20780|AT5G44460
Solyc06g065070.1	AT4G20820|AT5G44410|AT5G44440
Solyc02g070170.1	AT4G20820|AT5G44410|AT5G44440
Solyc02g070130.1	AT4G20820|AT5G44410|AT5G44440
Solyc02g070160.1	AT4G20820|AT5G44410|AT5G44440
Solyc06g065060.1	AT4G20820|AT5G44410|AT5G44440
Solyc02g070110.1	AT4G20820|AT5G44410|AT5G44440
Solyc02g070180.1	AT4G20820|AT5G44410|AT5G44440
Solyc02g070200.1	AT4G20820|AT5G44410|AT5G44440
Solyc03g025610.1	AT4G20850
Solyc03g025630.2	AT4G20850
Solyc03g025620.2	AT4G20850
Solyc02g079460.1	AT4G20860|AT5G44360
Solyc02g079440.1	AT4G20860|AT5G44360
Solyc10g054480.1	AT4G20860|AT5G44360
Solyc10g054510.1	AT4G20860|AT5G44360
Solyc02g079480.1	AT4G20860|AT5G44360
Solyc02g070060.1	AT4G20860|AT5G44360
Solyc10g054460.1	AT4G20860|AT5G44360
Solyc10g054530.1	AT4G20860|AT5G44360
Solyc02g079470.1	AT4G20860|AT5G44360
Solyc02g079450.1	AT4G20860|AT5G44360
Solyc02g022920.1	AT4G20880|AT5G44350
Solyc02g070040.1	AT4G20880|AT5G44350
Solyc03g118760.2	AT4G20890|AT5G44340
Solyc06g075640.1	AT4G20900|AT5G44330
Solyc02g070030.2	AT4G20910|AT4G20920
Solyc02g022930.2	AT4G20930
Solyc02g023950.2	AT4G20940
Solyc02g070000.2	AT4G20940
Solyc01g094500.2	AT4G20960
Solyc10g008250.1	AT4G20970
Solyc10g008270.2	AT4G20970
Solyc02g078130.2	AT4G20970
Solyc10g008260.1	AT4G20970
Solyc02g078120.1	AT4G20980|AT5G44320
Solyc10g079270.1	AT4G20990|AT4G21000|AT5G04180
Solyc02g077970.2	AT4G21020|AT5G44310
Solyc08g008500.2	AT4G21030|AT4G21040|AT4G21050|AT4G21080
Solyc02g070400.2	AT4G21060
Solyc08g023640.1	AT4G21065
Solyc08g023280.2	AT4G21070
Solyc11g067010.1	AT4G21110
Solyc12g096380.1	AT4G21120
Solyc02g070280.2	AT4G21120
Solyc07g014700.2	AT4G21150
Solyc05g046330.2	AT4G21150
Solyc02g080170.1	AT4G21170
Solyc03g007600.2	AT4G21190
Solyc01g103190.2	AT4G21192
Solyc02g080120.1	AT4G21200
Solyc10g005360.2	AT4G21200
Solyc02g080110.2	AT4G21215
Solyc02g069500.1	AT4G21300
Solyc02g079930.2	AT4G21320
Solyc02g079810.1	AT4G21330
Solyc02g079740.1	AT4G21350
Solyc02g079300.2	AT4G21430
Solyc10g005460.2	AT4G21440|AT4G28110|AT5G54230
Solyc10g005470.2	AT4G21445
Solyc02g079100.2	AT4G21470
Solyc02g079110.2	AT4G21520
Solyc02g079050.2	AT4G21530
Solyc02g079030.2	AT4G21534|AT4G21540
Solyc03g006630.2	AT4G21534|AT4G21540
Solyc02g079020.2	AT4G21550
Solyc02g078960.2	AT4G21570
Solyc02g078940.2	AT4G21580
Solyc02g078920.2	AT4G21585|AT4G21590|AT4G21600
Solyc02g078270.2	AT4G21610
Solyc03g006520.2	AT4G21660
Solyc02g078610.2	AT4G21660
Solyc02g078550.2	AT4G21670
Solyc01g080870.2	AT4G21680
Solyc10g024490.1	AT4G21680
Solyc02g078220.1	AT4G21700
Solyc02g078350.2	AT4G21705
Solyc02g078260.2	AT4G21710
Solyc10g009040.2	AT4G21720
Solyc02g078430.2	AT4G21720
Solyc02g024010.1	AT4G21740
Solyc02g080310.2	AT4G21760
Solyc02g080300.2	AT4G21760
Solyc03g031730.2	AT4G21760
Solyc02g080290.2	AT4G21760
Solyc02g080320.2	AT4G21770
Solyc02g080360.1	AT4G21780
Solyc09g005240.1	AT4G21790
Solyc02g080370.2	AT4G21790
Solyc08g081330.2	AT4G21800
Solyc02g080390.2	AT4G21820
Solyc02g080400.1	AT4G21820
Solyc02g080410.2	AT4G21870
Solyc03g031710.1	AT4G21895|AT5G52890
Solyc10g005250.2	AT4G21895|AT5G52890
Solyc02g032830.1	AT4G21960
Solyc02g080530.2	AT4G21960
Solyc12g042720.1	AT4G22000
Solyc12g042700.1	AT4G22000
Solyc02g080700.1	AT4G22010
Solyc02g080670.2	AT4G22010
Solyc02g081070.2	AT4G22130
Solyc02g081150.1	AT4G22190
Solyc10g024360.1	AT4G22200
Solyc01g104030.2	AT4G22200
Solyc11g011990.1	AT4G22260
Solyc02g068480.2	AT4G22285|AT4G22350|AT4G22410
Solyc04g014680.2	AT4G22290
Solyc11g012040.1	AT4G22290
Solyc11g012070.1	AT4G22300|AT4G22305
Solyc04g014710.2	AT4G22320
Solyc11g012090.1	AT4G22320
Solyc09g092120.2	AT4G22330
Solyc05g053740.2	AT4G22330
Solyc11g012290.1	AT4G22360
Solyc11g012300.1	AT4G22370
Solyc11g012310.1	AT4G22370
Solyc08g078990.1	AT4G22550
Solyc08g079040.1	AT4G22580
Solyc08g079050.1	AT4G22600
Solyc08g079260.2	AT4G22670
Solyc02g068750.1	AT4G22720
Solyc08g079460.2	AT4G22730
Solyc08g079500.2	AT4G22740
Solyc08g079590.1	AT4G22758
Solyc08g007500.2	AT4G22758
Solyc10g006730.1	AT4G22760
Solyc06g060530.1	AT4G22790
Solyc08g079730.1	AT4G22790
Solyc08g079680.2	AT4G22830
Solyc08g007580.2	AT4G22830
Solyc08g080040.2	AT4G22880
Solyc01g104490.2	AT4G22970
Solyc08g080180.1	AT4G22980
Solyc08g080270.2	AT4G23010
Solyc01g091840.2	AT4G23010
Solyc08g080310.1	AT4G23030|AT5G52050
Solyc06g035710.1	AT4G23030|AT5G52050
Solyc03g026230.1	AT4G23030|AT5G52050
Solyc08g007910.2	AT4G23050
Solyc08g080460.1	AT4G23050
Solyc08g080470.2	AT4G23060
Solyc08g007920.1	AT4G23060
Solyc08g007930.1	AT4G23060
Solyc08g081010.2	AT4G23100
Solyc08g081130.2	AT4G23330
Solyc08g081260.1	AT4G23440
Solyc08g081470.2	AT4G23496
Solyc08g081480.2	AT4G23500
Solyc04g015940.2	AT4G23540
Solyc08g081610.2	AT4G23550
Solyc11g018560.1	AT4G23620
Solyc08g008170.2	AT4G23650
Solyc03g114300.2	AT4G23660
Solyc08g081850.1	AT4G23720
Solyc08g081930.2	AT4G23730
Solyc08g081940.2	AT4G23740
Solyc12g056090.1	AT4G23760
Solyc08g082170.2	AT4G23820|AT5G41870
Solyc08g082270.2	AT4G23840
Solyc08g082320.2	AT4G23860
Solyc08g008330.2	AT4G23885
Solyc08g082390.2	AT4G23885
Solyc08g082400.1	AT4G23890
Solyc08g082530.2	AT4G23940
Solyc08g082540.2	AT4G23950
Solyc08g082640.2	AT4G23990|AT4G24000|AT4G24010
Solyc08g008390.1	AT4G23990|AT4G24000|AT4G24010
Solyc08g082670.2	AT4G23990|AT4G24000|AT4G24010
Solyc08g082650.2	AT4G23990|AT4G24000|AT4G24010
Solyc08g082660.2	AT4G23990|AT4G24000|AT4G24010
Solyc12g014430.1	AT4G23990|AT4G24000|AT4G24010
Solyc08g082680.2	AT4G24015
Solyc08g082860.2	AT4G24040
Solyc08g082870.2	AT4G24050
Solyc08g008530.1	AT4G24070|AT4G24080
Solyc08g083010.2	AT4G24090
Solyc08g083050.1	AT4G24110
Solyc08g083060.2	AT4G24120
Solyc08g083090.1	AT4G24130
Solyc08g083230.1	AT4G24150
Solyc07g032180.2	AT4G24160
Solyc07g032170.2	AT4G24160
Solyc04g081060.2	AT4G24170|AT5G42490
Solyc04g081540.2	AT4G24175
Solyc04g081560.2	AT4G24180
Solyc04g081570.2	AT4G24190
Solyc12g089320.1	AT4G24200
Solyc02g092810.2	AT4G24204
Solyc04g078390.1	AT4G24210
Solyc01g091670.2	AT4G24220
Solyc04g078090.2	AT4G24230
Solyc01g102520.2	AT4G24250
Solyc01g102580.2	AT4G24260|AT5G49720
Solyc05g005080.2	AT4G24260|AT5G49720
Solyc01g103070.2	AT4G24265
Solyc01g102970.2	AT4G24270
Solyc01g103450.2	AT4G24280|AT5G49910
Solyc01g103490.2	AT4G24290
Solyc01g103640.2	AT4G24320
Solyc01g103680.2	AT4G24330|AT5G49945
Solyc11g007630.1	AT4G24340|AT4G24350
Solyc11g007730.1	AT4G24340|AT4G24350
Solyc01g089860.2	AT4G24370
Solyc04g074960.2	AT4G24380
Solyc04g074950.2	AT4G24380
Solyc04g074980.2	AT4G24390|AT5G49980
Solyc04g076810.2	AT4G24400
Solyc04g076640.1	AT4G24430
Solyc04g076660.2	AT4G24430
Solyc04g076650.1	AT4G24430
Solyc12g088030.1	AT4G24440
Solyc04g076570.2	AT4G24460
Solyc10g047640.1	AT4G24470
Solyc01g106030.2	AT4G24470
Solyc04g076480.2	AT4G24480
Solyc04g076430.2	AT4G24490|AT5G41820
Solyc04g076410.2	AT4G24500
Solyc12g087990.1	AT4G24500
Solyc12g087980.1	AT4G24510
Solyc04g076380.2	AT4G24520
Solyc04g076290.2	AT4G24530
Solyc04g076280.2	AT4G24540
Solyc04g076230.2	AT4G24550
Solyc04g076210.2	AT4G24560
Solyc04g076140.2	AT4G24580
Solyc04g076110.2	AT4G24590|AT5G49710
Solyc04g076100.2	AT4G24610
Solyc04g076090.2	AT4G24620
Solyc04g071860.2	AT4G24630|AT5G50020
Solyc04g074990.2	AT4G24660|AT5G65410
Solyc03g112460.2	AT4G24670
Solyc06g071640.2	AT4G24670
Solyc03g112660.2	AT4G24680
Solyc06g071770.2	AT4G24690
Solyc03g112230.2	AT4G24690
Solyc12g076320.1	AT4G24710
Solyc12g076350.1	AT4G24710
Solyc03g112080.1	AT4G24730
Solyc03g112050.2	AT4G24740
Solyc12g021340.1	AT4G24750
Solyc01g058220.1	AT4G24750
Solyc03g111770.2	AT4G24760
Solyc03g111840.2	AT4G24770|AT5G50250
Solyc06g071840.1	AT4G24780
Solyc03g111690.2	AT4G24780
Solyc03g111680.2	AT4G24790
Solyc03g111620.1	AT4G24805
Solyc03g110940.2	AT4G24810|AT5G50330
Solyc07g009150.2	AT4G24810|AT5G50330
Solyc07g009140.2	AT4G24820
Solyc05g012270.2	AT4G24830
Solyc08g006660.1	AT4G24840
Solyc08g083260.2	AT4G24880
Solyc07g008570.2	AT4G24890|AT5G50400
Solyc04g024640.1	AT4G24890|AT5G50400
Solyc07g008550.2	AT4G24890|AT5G50400
Solyc07g008560.2	AT4G24890|AT5G50400
Solyc03g098330.2	AT4G24900
Solyc03g110890.1	AT4G24910
Solyc11g020470.1	AT4G24910
Solyc11g020540.1	AT4G24910
Solyc03g019660.2	AT4G24930
Solyc06g072080.2	AT4G24940|AT5G50580|AT5G50680
Solyc03g019730.2	AT4G24940|AT5G50580|AT5G50680
Solyc03g097420.2	AT4G24960|AT5G50720
Solyc06g072680.2	AT4G24960|AT5G50720
Solyc03g097520.2	AT4G24970|AT5G50780
Solyc03g097530.2	AT4G24972
Solyc12g098280.1	AT4G24980
Solyc04g078930.2	AT4G25000
Solyc03g095710.2	AT4G25000
Solyc05g056080.2	AT4G25030
Solyc03g097720.2	AT4G25040
Solyc03g097730.1	AT4G25040
Solyc06g072550.2	AT4G25040
Solyc06g072530.2	AT4G25040
Solyc03g118410.2	AT4G25050
Solyc03g118240.2	AT4G25080
Solyc06g068680.2	AT4G25090|AT5G07390|AT5G51060
Solyc03g117980.2	AT4G25090|AT5G07390|AT5G51060
Solyc06g048420.1	AT4G25100
Solyc03g095180.2	AT4G25100
Solyc06g048410.2	AT4G25100
Solyc03g093860.1	AT4G25120
Solyc03g093850.1	AT4G25120
Solyc03g093840.1	AT4G25120
Solyc06g034020.2	AT4G25130|AT5G07460|AT5G07470|AT5G61640
Solyc03g093690.2	AT4G25130|AT5G07460|AT5G07470|AT5G61640
Solyc08g078160.2	AT4G25140|AT5G51210
Solyc06g060840.1	AT4G25140|AT5G51210
Solyc06g034040.1	AT4G25140|AT5G51210
Solyc06g034110.2	AT4G25150|AT5G51260
Solyc03g093470.2	AT4G25150|AT5G51260
Solyc05g051610.1	AT4G25160|AT5G51270|AT5G61550|AT5G61560
Solyc03g093450.2	AT4G25160|AT5G51270|AT5G61550|AT5G61560
Solyc03g093340.2	AT4G25170
Solyc05g051620.2	AT4G25180
Solyc05g051650.1	AT4G25190
Solyc08g078700.2	AT4G25200|AT5G51440
Solyc06g034320.1	AT4G25225
Solyc06g034330.2	AT4G25230|AT5G51450
Solyc03g083900.2	AT4G25240|AT5G51480
Solyc03g083700.1	AT4G25250|AT5G51520
Solyc03g083710.1	AT4G25250|AT5G51520
Solyc11g019910.1	AT4G25250|AT5G51520
Solyc03g083660.1	AT4G25250|AT5G51520
Solyc03g025700.1	AT4G25270
Solyc03g083610.2	AT4G25280
Solyc01g112370.2	AT4G25315
Solyc01g086860.2	AT4G25315
Solyc06g035430.2	AT4G25320|AT5G51590|AT5G62260
Solyc03g007150.2	AT4G25320|AT5G51590|AT5G62260
Solyc07g045320.2	AT4G25330
Solyc12g006060.1	AT4G25330
Solyc03g007170.2	AT4G25340|AT5G05420
Solyc02g005290.2	AT4G25340|AT5G05420
Solyc03g007120.2	AT4G25360|AT5G51640
Solyc03g007110.2	AT4G25370
Solyc03g006920.2	AT4G25390|AT5G51770
Solyc07g062200.1	AT4G25400|AT5G51780
Solyc07g062200.1	AT4G25410|AT5G51790
Solyc03g006840.2	AT4G25430|AT5G51850
Solyc12g015700.1	AT4G25434
Solyc10g005950.2	AT4G25434
Solyc03g026350.2	AT4G25440|AT5G51980
Solyc03g026310.2	AT4G25450
Solyc03g124110.1	AT4G25470|AT4G25480|AT4G25490|AT5G51990
Solyc03g026270.1	AT4G25470|AT4G25480|AT4G25490|AT5G51990
Solyc03g026280.2	AT4G25470|AT4G25480|AT4G25490|AT5G51990
Solyc11g072340.1	AT4G25500|AT5G52040
Solyc03g026240.2	AT4G25500|AT5G52040
Solyc03g026190.2	AT4G25515|AT4G25520|AT5G62090
Solyc04g025740.1	AT4G25530|AT4G26920|AT5G07260
Solyc03g025890.1	AT4G25540
Solyc01g009630.2	AT4G25550
Solyc03g025880.2	AT4G25550
Solyc01g009620.2	AT4G25550
Solyc03g025840.2	AT4G25570
Solyc03g025810.2	AT4G25580|AT5G52300|AT5G52310
Solyc03g025500.2	AT4G25600
Solyc06g036060.2	AT4G25610
Solyc03g025440.2	AT4G25610
Solyc03g025290.2	AT4G25620|AT5G52430
Solyc03g025270.2	AT4G25630|AT5G52470|AT5G52490
Solyc03g025230.2	AT4G25640
Solyc03g025190.2	AT4G25640
Solyc03g025200.2	AT4G25640
Solyc03g025220.2	AT4G25640
Solyc03g025240.1	AT4G25640
Solyc03g025210.2	AT4G25640
Solyc06g036130.2	AT4G25640
Solyc03g025250.2	AT4G25640
Solyc04g040160.2	AT4G25650
Solyc04g039870.1	AT4G25650
Solyc02g082060.1	AT4G25660|AT4G25680
Solyc03g008000.1	AT4G25670|AT4G25690|AT5G52550
Solyc06g036250.1	AT4G25670|AT4G25690|AT5G52550
Solyc03g007990.1	AT4G25672|AT4G25692|AT5G52552
Solyc03g007960.2	AT4G25700|AT5G52570
Solyc06g036260.2	AT4G25700|AT5G52570
Solyc03g007920.2	AT4G25720
Solyc03g007900.2	AT4G25720
Solyc11g020820.1	AT4G25730
Solyc10g046930.1	AT4G25730
Solyc11g020810.1	AT4G25730
Solyc01g099670.2	AT4G25740|AT5G41520|AT5G52650
Solyc12g096540.1	AT4G25740|AT5G41520|AT5G52650
Solyc03g007690.1	AT4G25750|AT5G52860
Solyc07g006690.2	AT4G25770
Solyc07g006700.1	AT4G25780
Solyc07g006850.1	AT4G25820|AT5G57530|AT5G57540
Solyc12g055810.1	AT4G25835|AT4G30250|AT5G57480
Solyc10g054280.1	AT4G25840|AT5G57440
Solyc07g008920.2	AT4G25850|AT4G25860|AT5G57240
Solyc07g009330.2	AT4G25890|AT5G57290
Solyc07g017900.2	AT4G25900|AT5G57330
Solyc05g044630.2	AT4G25910
Solyc02g043810.2	AT4G25940|AT5G57200
Solyc12g017430.1	AT4G25940|AT5G57200
Solyc12g017440.1	AT4G25940|AT5G57200
Solyc02g078190.2	AT4G25950
Solyc01g104880.2	AT4G25970|AT5G57190
Solyc10g047110.1	AT4G25980
Solyc01g104860.2	AT4G25980
Solyc07g008540.2	AT4G25990|AT5G57180
Solyc07g008490.2	AT4G26000
Solyc07g041010.2	AT4G26060|AT5G57060
Solyc12g009020.1	AT4G26070|AT4G29810
Solyc11g007790.1	AT4G26090
Solyc02g037540.1	AT4G26090
Solyc10g076440.1	AT4G26090
Solyc07g039380.2	AT4G26130|AT5G56980
Solyc05g018820.1	AT4G26130|AT5G56980
Solyc12g008830.1	AT4G26150|AT5G56860
Solyc03g121480.2	AT4G26160
Solyc07g021550.2	AT4G26170|AT5G56770|AT5G56780
